PopID,Block,Treatment,Year,Date,Month,Time,Data.Temp
K04,7,Control,Year 3,5/19/21,Start,4:01,16
D13,3,Control,Year 3,5/19/21,Start,8:01,17
K04,7,Control,Year 3,5/19/21,Start,8:01,16.5
D13,3,Control,Year 3,5/19/21,Start,12:01,29
K04,7,Control,Year 3,5/19/21,Start,12:01,23
D13,3,Control,Year 3,5/19/21,Start,16:01,31
K04,7,Control,Year 3,5/19/21,Start,16:01,26.5
D13,3,Control,Year 3,5/19/21,Start,20:01,23
K04,7,Control,Year 3,5/19/21,Start,20:01,20
A04,1,High Humidity,Year 3,5/19/21,Start,0:01,16.5
C10,3,High Humidity,Year 3,5/19/21,Start,0:01,17.5
I07,5,High Humidity,Year 3,5/19/21,Start,0:01,17
A04,1,High Humidity,Year 3,5/19/21,Start,4:01,15
C10,3,High Humidity,Year 3,5/19/21,Start,4:01,16
I07,5,High Humidity,Year 3,5/19/21,Start,4:01,15.5
A04,1,High Humidity,Year 3,5/19/21,Start,8:01,17
C10,3,High Humidity,Year 3,5/19/21,Start,8:01,18.5
I07,5,High Humidity,Year 3,5/19/21,Start,8:01,17.5
A04,1,High Humidity,Year 3,5/19/21,Start,12:01,30
C10,3,High Humidity,Year 3,5/19/21,Start,12:01,34
I07,5,High Humidity,Year 3,5/19/21,Start,12:01,25
A04,1,High Humidity,Year 3,5/19/21,Start,16:01,32.5
C10,3,High Humidity,Year 3,5/19/21,Start,16:01,33
I07,5,High Humidity,Year 3,5/19/21,Start,16:01,31.5
A04,1,High Humidity,Year 3,5/19/21,Start,20:01,22.5
C10,3,High Humidity,Year 3,5/19/21,Start,20:01,23
I07,5,High Humidity,Year 3,5/19/21,Start,20:01,22
D02,1,Native Soil,Year 3,5/19/21,Start,0:01,17
L07,7,Native Soil,Year 3,5/19/21,Start,0:01,18
D02,1,Native Soil,Year 3,5/19/21,Start,4:01,15
L07,7,Native Soil,Year 3,5/19/21,Start,4:01,16
D02,1,Native Soil,Year 3,5/19/21,Start,8:01,16
L07,7,Native Soil,Year 3,5/19/21,Start,8:01,16.5
D02,1,Native Soil,Year 3,5/19/21,Start,12:01,28
L07,7,Native Soil,Year 3,5/19/21,Start,12:01,27.5
D02,1,Native Soil,Year 3,5/19/21,Start,16:01,35.5
L07,7,Native Soil,Year 3,5/19/21,Start,16:01,34
D02,1,Native Soil,Year 3,5/19/21,Start,20:01,24
L07,7,Native Soil,Year 3,5/19/21,Start,20:01,24.5
A00,1,Litter,Year 3,5/19/21,Start,0:01,16.5
B13,3,Litter,Year 3,5/19/21,Start,0:01,17
H06,5,Litter,Year 3,5/19/21,Start,0:01,17.5
A00,1,Litter,Year 3,5/19/21,Start,4:01,15.5
B13,3,Litter,Year 3,5/19/21,Start,4:01,15.5
H06,5,Litter,Year 3,5/19/21,Start,4:01,17
A00,1,Litter,Year 3,5/19/21,Start,8:01,16.5
B13,3,Litter,Year 3,5/19/21,Start,8:01,17.5
H06,5,Litter,Year 3,5/19/21,Start,8:01,17
A00,1,Litter,Year 3,5/19/21,Start,12:01,22
B13,3,Litter,Year 3,5/19/21,Start,12:01,27
H06,5,Litter,Year 3,5/19/21,Start,12:01,22
A00,1,Litter,Year 3,5/19/21,Start,16:01,29
B13,3,Litter,Year 3,5/19/21,Start,16:01,32
H06,5,Litter,Year 3,5/19/21,Start,16:01,23.5
A00,1,Litter,Year 3,5/19/21,Start,20:01,21
B13,3,Litter,Year 3,5/19/21,Start,20:01,21.5
H06,5,Litter,Year 3,5/19/21,Start,20:01,20.5
D13,3,Control,Year 3,5/20/21,Start,0:01,18
K04,7,Control,Year 3,5/20/21,Start,0:01,17.5
D13,3,Control,Year 3,5/20/21,Start,4:01,16
K04,7,Control,Year 3,5/20/21,Start,4:01,16.5
D13,3,Control,Year 3,5/20/21,Start,8:01,18
K04,7,Control,Year 3,5/20/21,Start,8:01,17
D13,3,Control,Year 3,5/20/21,Start,12:01,31
K04,7,Control,Year 3,5/20/21,Start,12:01,23.5
D13,3,Control,Year 3,5/20/21,Start,16:01,34.5
K04,7,Control,Year 3,5/20/21,Start,16:01,27.5
D13,3,Control,Year 3,5/20/21,Start,20:01,25
K04,7,Control,Year 3,5/20/21,Start,20:01,21.5
A04,1,High Humidity,Year 3,5/20/21,Start,0:01,17.5
C10,3,High Humidity,Year 3,5/20/21,Start,0:01,18.5
I07,5,High Humidity,Year 3,5/20/21,Start,0:01,17.5
A04,1,High Humidity,Year 3,5/20/21,Start,4:01,16
C10,3,High Humidity,Year 3,5/20/21,Start,4:01,17
I07,5,High Humidity,Year 3,5/20/21,Start,4:01,16
A04,1,High Humidity,Year 3,5/20/21,Start,8:01,18
C10,3,High Humidity,Year 3,5/20/21,Start,8:01,19.5
I07,5,High Humidity,Year 3,5/20/21,Start,8:01,18.5
A04,1,High Humidity,Year 3,5/20/21,Start,12:01,32
C10,3,High Humidity,Year 3,5/20/21,Start,12:01,35.5
I07,5,High Humidity,Year 3,5/20/21,Start,12:01,26.5
A04,1,High Humidity,Year 3,5/20/21,Start,16:01,36
C10,3,High Humidity,Year 3,5/20/21,Start,16:01,35.5
I07,5,High Humidity,Year 3,5/20/21,Start,16:01,33.5
A04,1,High Humidity,Year 3,5/20/21,Start,20:01,24
C10,3,High Humidity,Year 3,5/20/21,Start,20:01,25
I07,5,High Humidity,Year 3,5/20/21,Start,20:01,23.5
D02,1,Native Soil,Year 3,5/20/21,Start,0:01,18.5
L07,7,Native Soil,Year 3,5/20/21,Start,0:01,19.5
D02,1,Native Soil,Year 3,5/20/21,Start,4:01,16
L07,7,Native Soil,Year 3,5/20/21,Start,4:01,17
D02,1,Native Soil,Year 3,5/20/21,Start,8:01,17
L07,7,Native Soil,Year 3,5/20/21,Start,8:01,18
D02,1,Native Soil,Year 3,5/20/21,Start,12:01,30
L07,7,Native Soil,Year 3,5/20/21,Start,12:01,29.5
D02,1,Native Soil,Year 3,5/20/21,Start,16:01,37.5
L07,7,Native Soil,Year 3,5/20/21,Start,16:01,36.5
D02,1,Native Soil,Year 3,5/20/21,Start,20:01,25.5
L07,7,Native Soil,Year 3,5/20/21,Start,20:01,26
A00,1,Litter,Year 3,5/20/21,Start,0:01,17.5
B13,3,Litter,Year 3,5/20/21,Start,0:01,18
H06,5,Litter,Year 3,5/20/21,Start,0:01,18.5
A00,1,Litter,Year 3,5/20/21,Start,4:01,16
B13,3,Litter,Year 3,5/20/21,Start,4:01,16.5
H06,5,Litter,Year 3,5/20/21,Start,4:01,17.5
A00,1,Litter,Year 3,5/20/21,Start,8:01,17.5
B13,3,Litter,Year 3,5/20/21,Start,8:01,18.5
H06,5,Litter,Year 3,5/20/21,Start,8:01,18
A00,1,Litter,Year 3,5/20/21,Start,12:01,24
B13,3,Litter,Year 3,5/20/21,Start,12:01,29
H06,5,Litter,Year 3,5/20/21,Start,12:01,23
A00,1,Litter,Year 3,5/20/21,Start,16:01,31.5
B13,3,Litter,Year 3,5/20/21,Start,16:01,35
H06,5,Litter,Year 3,5/20/21,Start,16:01,24.5
A00,1,Litter,Year 3,5/20/21,Start,20:01,22.5
B13,3,Litter,Year 3,5/20/21,Start,20:01,23
H06,5,Litter,Year 3,5/20/21,Start,20:01,21
D13,3,Control,Year 3,5/21/21,Start,0:01,20
K04,7,Control,Year 3,5/21/21,Start,0:01,19
D13,3,Control,Year 3,5/21/21,Start,4:01,18
K04,7,Control,Year 3,5/21/21,Start,4:01,18
D13,3,Control,Year 3,5/21/21,Start,8:01,19
K04,7,Control,Year 3,5/21/21,Start,8:01,18
D13,3,Control,Year 3,5/21/21,Start,12:01,31.5
K04,7,Control,Year 3,5/21/21,Start,12:01,23.5
D13,3,Control,Year 3,5/21/21,Start,16:01,35
K04,7,Control,Year 3,5/21/21,Start,16:01,28.5
D13,3,Control,Year 3,5/21/21,Start,20:01,24.5
K04,7,Control,Year 3,5/21/21,Start,20:01,21.5
A04,1,High Humidity,Year 3,5/21/21,Start,0:01,19.5
C10,3,High Humidity,Year 3,5/21/21,Start,0:01,20.5
I07,5,High Humidity,Year 3,5/21/21,Start,0:01,19.5
A04,1,High Humidity,Year 3,5/21/21,Start,4:01,17.5
C10,3,High Humidity,Year 3,5/21/21,Start,4:01,18.5
I07,5,High Humidity,Year 3,5/21/21,Start,4:01,17.5
A04,1,High Humidity,Year 3,5/21/21,Start,8:01,19
C10,3,High Humidity,Year 3,5/21/21,Start,8:01,20
I07,5,High Humidity,Year 3,5/21/21,Start,8:01,19
A04,1,High Humidity,Year 3,5/21/21,Start,12:01,31.5
C10,3,High Humidity,Year 3,5/21/21,Start,12:01,35.5
I07,5,High Humidity,Year 3,5/21/21,Start,12:01,29
A04,1,High Humidity,Year 3,5/21/21,Start,16:01,38
C10,3,High Humidity,Year 3,5/21/21,Start,16:01,35.5
I07,5,High Humidity,Year 3,5/21/21,Start,16:01,35
A04,1,High Humidity,Year 3,5/21/21,Start,20:01,24
C10,3,High Humidity,Year 3,5/21/21,Start,20:01,24.5
I07,5,High Humidity,Year 3,5/21/21,Start,20:01,23
D02,1,Native Soil,Year 3,5/21/21,Start,0:01,20
L07,7,Native Soil,Year 3,5/21/21,Start,0:01,21
D02,1,Native Soil,Year 3,5/21/21,Start,4:01,18
L07,7,Native Soil,Year 3,5/21/21,Start,4:01,19
D02,1,Native Soil,Year 3,5/21/21,Start,8:01,18
L07,7,Native Soil,Year 3,5/21/21,Start,8:01,19
D02,1,Native Soil,Year 3,5/21/21,Start,12:01,30.5
L07,7,Native Soil,Year 3,5/21/21,Start,12:01,29
D02,1,Native Soil,Year 3,5/21/21,Start,16:01,38
L07,7,Native Soil,Year 3,5/21/21,Start,16:01,37
D02,1,Native Soil,Year 3,5/21/21,Start,20:01,25.5
L07,7,Native Soil,Year 3,5/21/21,Start,20:01,26
A00,1,Litter,Year 3,5/21/21,Start,0:01,19
B13,3,Litter,Year 3,5/21/21,Start,0:01,19.5
H06,5,Litter,Year 3,5/21/21,Start,0:01,19.5
A00,1,Litter,Year 3,5/21/21,Start,4:01,17.5
B13,3,Litter,Year 3,5/21/21,Start,4:01,18
H06,5,Litter,Year 3,5/21/21,Start,4:01,18.5
A00,1,Litter,Year 3,5/21/21,Start,8:01,18.5
B13,3,Litter,Year 3,5/21/21,Start,8:01,19
H06,5,Litter,Year 3,5/21/21,Start,8:01,18.5
A00,1,Litter,Year 3,5/21/21,Start,12:01,24
B13,3,Litter,Year 3,5/21/21,Start,12:01,29.5
H06,5,Litter,Year 3,5/21/21,Start,12:01,23
A00,1,Litter,Year 3,5/21/21,Start,16:01,33
B13,3,Litter,Year 3,5/21/21,Start,16:01,36.5
H06,5,Litter,Year 3,5/21/21,Start,16:01,24.5
A00,1,Litter,Year 3,5/21/21,Start,20:01,22
B13,3,Litter,Year 3,5/21/21,Start,20:01,22.5
H06,5,Litter,Year 3,5/21/21,Start,20:01,21.5
D13,3,Control,Year 3,5/22/21,Start,0:01,19
K04,7,Control,Year 3,5/22/21,Start,0:01,18.5
D13,3,Control,Year 3,5/22/21,Start,4:01,16.5
K04,7,Control,Year 3,5/22/21,Start,4:01,17.5
D13,3,Control,Year 3,5/22/21,Start,8:01,19
K04,7,Control,Year 3,5/22/21,Start,8:01,18
D13,3,Control,Year 3,5/22/21,Start,12:01,31.5
K04,7,Control,Year 3,5/22/21,Start,12:01,24
D13,3,Control,Year 3,5/22/21,Start,16:01,35
K04,7,Control,Year 3,5/22/21,Start,16:01,27
D13,3,Control,Year 3,5/22/21,Start,20:01,26.5
K04,7,Control,Year 3,5/22/21,Start,20:01,23
A04,1,High Humidity,Year 3,5/22/21,Start,0:01,18.5
C10,3,High Humidity,Year 3,5/22/21,Start,0:01,19.5
I07,5,High Humidity,Year 3,5/22/21,Start,0:01,18.5
A04,1,High Humidity,Year 3,5/22/21,Start,4:01,16.5
C10,3,High Humidity,Year 3,5/22/21,Start,4:01,18
I07,5,High Humidity,Year 3,5/22/21,Start,4:01,17
A04,1,High Humidity,Year 3,5/22/21,Start,8:01,18.5
C10,3,High Humidity,Year 3,5/22/21,Start,8:01,20
I07,5,High Humidity,Year 3,5/22/21,Start,8:01,19
A04,1,High Humidity,Year 3,5/22/21,Start,12:01,30.5
C10,3,High Humidity,Year 3,5/22/21,Start,12:01,33.5
I07,5,High Humidity,Year 3,5/22/21,Start,12:01,29
A04,1,High Humidity,Year 3,5/22/21,Start,16:01,34
C10,3,High Humidity,Year 3,5/22/21,Start,16:01,34.5
I07,5,High Humidity,Year 3,5/22/21,Start,16:01,32.5
A04,1,High Humidity,Year 3,5/22/21,Start,20:01,25.5
C10,3,High Humidity,Year 3,5/22/21,Start,20:01,26
I07,5,High Humidity,Year 3,5/22/21,Start,20:01,24.5
D02,1,Native Soil,Year 3,5/22/21,Start,0:01,19
L07,7,Native Soil,Year 3,5/22/21,Start,0:01,20.5
D02,1,Native Soil,Year 3,5/22/21,Start,4:01,17
L07,7,Native Soil,Year 3,5/22/21,Start,4:01,18.5
D02,1,Native Soil,Year 3,5/22/21,Start,8:01,17.5
L07,7,Native Soil,Year 3,5/22/21,Start,8:01,18.5
D02,1,Native Soil,Year 3,5/22/21,Start,12:01,30
L07,7,Native Soil,Year 3,5/22/21,Start,12:01,29
D02,1,Native Soil,Year 3,5/22/21,Start,16:01,35.5
L07,7,Native Soil,Year 3,5/22/21,Start,16:01,34.5
D02,1,Native Soil,Year 3,5/22/21,Start,20:01,26.5
L07,7,Native Soil,Year 3,5/22/21,Start,20:01,27
A00,1,Litter,Year 3,5/22/21,Start,0:01,18.5
B13,3,Litter,Year 3,5/22/21,Start,0:01,18.5
H06,5,Litter,Year 3,5/22/21,Start,0:01,19.5
A00,1,Litter,Year 3,5/22/21,Start,4:01,17
B13,3,Litter,Year 3,5/22/21,Start,4:01,17
H06,5,Litter,Year 3,5/22/21,Start,4:01,18.5
A00,1,Litter,Year 3,5/22/21,Start,8:01,18
B13,3,Litter,Year 3,5/22/21,Start,8:01,19
H06,5,Litter,Year 3,5/22/21,Start,8:01,19
A00,1,Litter,Year 3,5/22/21,Start,12:01,25
B13,3,Litter,Year 3,5/22/21,Start,12:01,29.5
H06,5,Litter,Year 3,5/22/21,Start,12:01,23.5
A00,1,Litter,Year 3,5/22/21,Start,16:01,30.5
B13,3,Litter,Year 3,5/22/21,Start,16:01,32.5
H06,5,Litter,Year 3,5/22/21,Start,16:01,26
A00,1,Litter,Year 3,5/22/21,Start,20:01,23.5
B13,3,Litter,Year 3,5/22/21,Start,20:01,24
H06,5,Litter,Year 3,5/22/21,Start,20:01,23
D13,3,Control,Year 3,5/23/21,Start,0:01,22
K04,7,Control,Year 3,5/23/21,Start,0:01,20.5
D13,3,Control,Year 3,5/23/21,Start,4:01,20.5
K04,7,Control,Year 3,5/23/21,Start,4:01,20
D13,3,Control,Year 3,5/23/21,Start,8:01,21.5
K04,7,Control,Year 3,5/23/21,Start,8:01,20
D13,3,Control,Year 3,5/23/21,Start,12:01,34.5
K04,7,Control,Year 3,5/23/21,Start,12:01,26
D13,3,Control,Year 3,5/23/21,Start,16:01,38
K04,7,Control,Year 3,5/23/21,Start,16:01,30.5
D13,3,Control,Year 3,5/23/21,Start,20:01,28
K04,7,Control,Year 3,5/23/21,Start,20:01,24
A04,1,High Humidity,Year 3,5/23/21,Start,0:01,21.5
C10,3,High Humidity,Year 3,5/23/21,Start,0:01,22.5
I07,5,High Humidity,Year 3,5/23/21,Start,0:01,21
A04,1,High Humidity,Year 3,5/23/21,Start,4:01,20
C10,3,High Humidity,Year 3,5/23/21,Start,4:01,21
I07,5,High Humidity,Year 3,5/23/21,Start,4:01,20
A04,1,High Humidity,Year 3,5/23/21,Start,8:01,21
C10,3,High Humidity,Year 3,5/23/21,Start,8:01,22
I07,5,High Humidity,Year 3,5/23/21,Start,8:01,21
A04,1,High Humidity,Year 3,5/23/21,Start,12:01,33.5
C10,3,High Humidity,Year 3,5/23/21,Start,12:01,36
I07,5,High Humidity,Year 3,5/23/21,Start,12:01,30.5
A04,1,High Humidity,Year 3,5/23/21,Start,16:01,39.5
C10,3,High Humidity,Year 3,5/23/21,Start,16:01,37.5
I07,5,High Humidity,Year 3,5/23/21,Start,16:01,37
A04,1,High Humidity,Year 3,5/23/21,Start,20:01,26.5
C10,3,High Humidity,Year 3,5/23/21,Start,20:01,27.5
I07,5,High Humidity,Year 3,5/23/21,Start,20:01,26
D02,1,Native Soil,Year 3,5/23/21,Start,0:01,21.5
L07,7,Native Soil,Year 3,5/23/21,Start,0:01,22.5
D02,1,Native Soil,Year 3,5/23/21,Start,4:01,20.5
L07,7,Native Soil,Year 3,5/23/21,Start,4:01,21
D02,1,Native Soil,Year 3,5/23/21,Start,8:01,20.5
L07,7,Native Soil,Year 3,5/23/21,Start,8:01,21
D02,1,Native Soil,Year 3,5/23/21,Start,12:01,32.5
L07,7,Native Soil,Year 3,5/23/21,Start,12:01,31
D02,1,Native Soil,Year 3,5/23/21,Start,16:01,39
L07,7,Native Soil,Year 3,5/23/21,Start,16:01,38
D02,1,Native Soil,Year 3,5/23/21,Start,20:01,28
L07,7,Native Soil,Year 3,5/23/21,Start,20:01,28.5
A00,1,Litter,Year 3,5/23/21,Start,0:01,20.5
B13,3,Litter,Year 3,5/23/21,Start,0:01,21.5
H06,5,Litter,Year 3,5/23/21,Start,0:01,21
A00,1,Litter,Year 3,5/23/21,Start,4:01,19.5
B13,3,Litter,Year 3,5/23/21,Start,4:01,20
H06,5,Litter,Year 3,5/23/21,Start,4:01,20.5
A00,1,Litter,Year 3,5/23/21,Start,8:01,20
B13,3,Litter,Year 3,5/23/21,Start,8:01,21
H06,5,Litter,Year 3,5/23/21,Start,8:01,20.5
A00,1,Litter,Year 3,5/23/21,Start,12:01,27
B13,3,Litter,Year 3,5/23/21,Start,12:01,32.5
H06,5,Litter,Year 3,5/23/21,Start,12:01,25.5
A00,1,Litter,Year 3,5/23/21,Start,16:01,34.5
B13,3,Litter,Year 3,5/23/21,Start,16:01,38
H06,5,Litter,Year 3,5/23/21,Start,16:01,28
A00,1,Litter,Year 3,5/23/21,Start,20:01,24.5
B13,3,Litter,Year 3,5/23/21,Start,20:01,25.5
H06,5,Litter,Year 3,5/23/21,Start,20:01,24
D13,3,Control,Year 3,5/24/21,Start,0:01,22.5
K04,7,Control,Year 3,5/24/21,Start,0:01,21.5
D13,3,Control,Year 3,5/24/21,Start,4:01,21
K04,7,Control,Year 3,5/24/21,Start,4:01,20.5
D13,3,Control,Year 3,5/24/21,Start,8:01,22.5
K04,7,Control,Year 3,5/24/21,Start,8:01,21
D13,3,Control,Year 3,5/24/21,Start,12:01,35.5
K04,7,Control,Year 3,5/24/21,Start,12:01,27
D13,3,Control,Year 3,5/24/21,Start,16:01,34
K04,7,Control,Year 3,5/24/21,Start,16:01,27.5
D13,3,Control,Year 3,5/24/21,Start,20:01,27.5
K04,7,Control,Year 3,5/24/21,Start,20:01,24.5
A04,1,High Humidity,Year 3,5/24/21,Start,0:01,22
C10,3,High Humidity,Year 3,5/24/21,Start,0:01,23
I07,5,High Humidity,Year 3,5/24/21,Start,0:01,21.5
A04,1,High Humidity,Year 3,5/24/21,Start,4:01,20.5
C10,3,High Humidity,Year 3,5/24/21,Start,4:01,21.5
I07,5,High Humidity,Year 3,5/24/21,Start,4:01,20.5
A04,1,High Humidity,Year 3,5/24/21,Start,8:01,22
C10,3,High Humidity,Year 3,5/24/21,Start,8:01,23
I07,5,High Humidity,Year 3,5/24/21,Start,8:01,22
A04,1,High Humidity,Year 3,5/24/21,Start,12:01,34.5
C10,3,High Humidity,Year 3,5/24/21,Start,12:01,36.5
I07,5,High Humidity,Year 3,5/24/21,Start,12:01,33
A04,1,High Humidity,Year 3,5/24/21,Start,16:01,32.5
C10,3,High Humidity,Year 3,5/24/21,Start,16:01,33.5
I07,5,High Humidity,Year 3,5/24/21,Start,16:01,31.5
A04,1,High Humidity,Year 3,5/24/21,Start,20:01,26
C10,3,High Humidity,Year 3,5/24/21,Start,20:01,27
I07,5,High Humidity,Year 3,5/24/21,Start,20:01,25.5
D02,1,Native Soil,Year 3,5/24/21,Start,0:01,22.5
L07,7,Native Soil,Year 3,5/24/21,Start,0:01,23.5
D02,1,Native Soil,Year 3,5/24/21,Start,4:01,21
L07,7,Native Soil,Year 3,5/24/21,Start,4:01,22
D02,1,Native Soil,Year 3,5/24/21,Start,8:01,21.5
L07,7,Native Soil,Year 3,5/24/21,Start,8:01,22
D02,1,Native Soil,Year 3,5/24/21,Start,12:01,34
L07,7,Native Soil,Year 3,5/24/21,Start,12:01,32.5
D02,1,Native Soil,Year 3,5/24/21,Start,16:01,33.5
L07,7,Native Soil,Year 3,5/24/21,Start,16:01,32.5
D02,1,Native Soil,Year 3,5/24/21,Start,20:01,27.5
L07,7,Native Soil,Year 3,5/24/21,Start,20:01,28
A00,1,Litter,Year 3,5/24/21,Start,0:01,21
B13,3,Litter,Year 3,5/24/21,Start,0:01,22
H06,5,Litter,Year 3,5/24/21,Start,0:01,21.5
A00,1,Litter,Year 3,5/24/21,Start,4:01,20
B13,3,Litter,Year 3,5/24/21,Start,4:01,20.5
H06,5,Litter,Year 3,5/24/21,Start,4:01,21
A00,1,Litter,Year 3,5/24/21,Start,8:01,21
B13,3,Litter,Year 3,5/24/21,Start,8:01,22
H06,5,Litter,Year 3,5/24/21,Start,8:01,21.5
A00,1,Litter,Year 3,5/24/21,Start,12:01,28.5
B13,3,Litter,Year 3,5/24/21,Start,12:01,33
H06,5,Litter,Year 3,5/24/21,Start,12:01,26.5
A00,1,Litter,Year 3,5/24/21,Start,16:01,29.5
B13,3,Litter,Year 3,5/24/21,Start,16:01,31
H06,5,Litter,Year 3,5/24/21,Start,16:01,27
A00,1,Litter,Year 3,5/24/21,Start,20:01,25
B13,3,Litter,Year 3,5/24/21,Start,20:01,25.5
H06,5,Litter,Year 3,5/24/21,Start,20:01,24.5
D13,3,Control,Year 3,5/25/21,Start,0:01,24
K04,7,Control,Year 3,5/25/21,Start,0:01,22.5
D13,3,Control,Year 3,5/25/21,Start,4:01,23
K04,7,Control,Year 3,5/25/21,Start,4:01,22
D13,3,Control,Year 3,5/25/21,Start,8:01,23
K04,7,Control,Year 3,5/25/21,Start,8:01,22
D13,3,Control,Year 3,5/25/21,Start,12:01,28.5
K04,7,Control,Year 3,5/25/21,Start,12:01,25
D13,3,Control,Year 3,5/25/21,Start,16:01,36
K04,7,Control,Year 3,5/25/21,Start,16:01,31
D13,3,Control,Year 3,5/25/21,Start,20:01,28.5
K04,7,Control,Year 3,5/25/21,Start,20:01,25.5
A04,1,High Humidity,Year 3,5/25/21,Start,0:01,23
C10,3,High Humidity,Year 3,5/25/21,Start,0:01,24
I07,5,High Humidity,Year 3,5/25/21,Start,0:01,23
A04,1,High Humidity,Year 3,5/25/21,Start,4:01,22.5
C10,3,High Humidity,Year 3,5/25/21,Start,4:01,23
I07,5,High Humidity,Year 3,5/25/21,Start,4:01,22
A04,1,High Humidity,Year 3,5/25/21,Start,8:01,22
C10,3,High Humidity,Year 3,5/25/21,Start,8:01,23
I07,5,High Humidity,Year 3,5/25/21,Start,8:01,22
A04,1,High Humidity,Year 3,5/25/21,Start,12:01,27.5
C10,3,High Humidity,Year 3,5/25/21,Start,12:01,28.5
I07,5,High Humidity,Year 3,5/25/21,Start,12:01,27.5
A04,1,High Humidity,Year 3,5/25/21,Start,16:01,36.5
C10,3,High Humidity,Year 3,5/25/21,Start,16:01,35
I07,5,High Humidity,Year 3,5/25/21,Start,16:01,36.5
A04,1,High Humidity,Year 3,5/25/21,Start,20:01,27
C10,3,High Humidity,Year 3,5/25/21,Start,20:01,27.5
I07,5,High Humidity,Year 3,5/25/21,Start,20:01,26.5
D02,1,Native Soil,Year 3,5/25/21,Start,0:01,23.5
L07,7,Native Soil,Year 3,5/25/21,Start,0:01,24
D02,1,Native Soil,Year 3,5/25/21,Start,4:01,22.5
L07,7,Native Soil,Year 3,5/25/21,Start,4:01,23.5
D02,1,Native Soil,Year 3,5/25/21,Start,8:01,22.5
L07,7,Native Soil,Year 3,5/25/21,Start,8:01,23
D02,1,Native Soil,Year 3,5/25/21,Start,12:01,28
L07,7,Native Soil,Year 3,5/25/21,Start,12:01,27.5
D02,1,Native Soil,Year 3,5/25/21,Start,16:01,37
L07,7,Native Soil,Year 3,5/25/21,Start,16:01,36.5
D02,1,Native Soil,Year 3,5/25/21,Start,20:01,28
L07,7,Native Soil,Year 3,5/25/21,Start,20:01,28.5
A00,1,Litter,Year 3,5/25/21,Start,0:01,22.5
B13,3,Litter,Year 3,5/25/21,Start,0:01,23
H06,5,Litter,Year 3,5/25/21,Start,0:01,22.5
A00,1,Litter,Year 3,5/25/21,Start,4:01,22
B13,3,Litter,Year 3,5/25/21,Start,4:01,22.5
H06,5,Litter,Year 3,5/25/21,Start,4:01,22
A00,1,Litter,Year 3,5/25/21,Start,8:01,21.5
B13,3,Litter,Year 3,5/25/21,Start,8:01,22
H06,5,Litter,Year 3,5/25/21,Start,8:01,22
A00,1,Litter,Year 3,5/25/21,Start,12:01,25.5
B13,3,Litter,Year 3,5/25/21,Start,12:01,27.5
H06,5,Litter,Year 3,5/25/21,Start,12:01,24.5
A00,1,Litter,Year 3,5/25/21,Start,16:01,33
B13,3,Litter,Year 3,5/25/21,Start,16:01,37
H06,5,Litter,Year 3,5/25/21,Start,16:01,27
A00,1,Litter,Year 3,5/25/21,Start,20:01,25.5
B13,3,Litter,Year 3,5/25/21,Start,20:01,26.5
H06,5,Litter,Year 3,5/25/21,Start,20:01,24.5
D13,3,Control,Year 3,5/26/21,Start,0:01,23
K04,7,Control,Year 3,5/26/21,Start,0:01,22
D13,3,Control,Year 3,5/26/21,Start,4:01,22
K04,7,Control,Year 3,5/26/21,Start,4:01,21.5
D13,3,Control,Year 3,5/26/21,Start,8:01,23.5
K04,7,Control,Year 3,5/26/21,Start,8:01,22.5
D13,3,Control,Year 3,5/26/21,Start,12:01,36.5
K04,7,Control,Year 3,5/26/21,Start,12:01,28.5
D13,3,Control,Year 3,5/26/21,Start,16:01,40
K04,7,Control,Year 3,5/26/21,Start,16:01,34
D13,3,Control,Year 3,5/26/21,Start,20:01,29.5
K04,7,Control,Year 3,5/26/21,Start,20:01,26.5
A04,1,High Humidity,Year 3,5/26/21,Start,0:01,22.5
C10,3,High Humidity,Year 3,5/26/21,Start,0:01,23.5
I07,5,High Humidity,Year 3,5/26/21,Start,0:01,22
A04,1,High Humidity,Year 3,5/26/21,Start,4:01,21.5
C10,3,High Humidity,Year 3,5/26/21,Start,4:01,22.5
I07,5,High Humidity,Year 3,5/26/21,Start,4:01,21.5
A04,1,High Humidity,Year 3,5/26/21,Start,8:01,23
C10,3,High Humidity,Year 3,5/26/21,Start,8:01,24
I07,5,High Humidity,Year 3,5/26/21,Start,8:01,23
A04,1,High Humidity,Year 3,5/26/21,Start,12:01,34
C10,3,High Humidity,Year 3,5/26/21,Start,12:01,37
I07,5,High Humidity,Year 3,5/26/21,Start,12:01,33
A04,1,High Humidity,Year 3,5/26/21,Start,16:01,40.5
C10,3,High Humidity,Year 3,5/26/21,Start,16:01,39
I07,5,High Humidity,Year 3,5/26/21,Start,16:01,39
A04,1,High Humidity,Year 3,5/26/21,Start,20:01,28.5
C10,3,High Humidity,Year 3,5/26/21,Start,20:01,29
I07,5,High Humidity,Year 3,5/26/21,Start,20:01,28
D02,1,Native Soil,Year 3,5/26/21,Start,0:01,23
L07,7,Native Soil,Year 3,5/26/21,Start,0:01,24
D02,1,Native Soil,Year 3,5/26/21,Start,4:01,21.5
L07,7,Native Soil,Year 3,5/26/21,Start,4:01,22.5
D02,1,Native Soil,Year 3,5/26/21,Start,8:01,22.5
L07,7,Native Soil,Year 3,5/26/21,Start,8:01,23
